,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
27591,565218,23238,SET OF 4 KNICK KNACK TINS LONDON,6,2011-09-01 17:45:00,4.15,12739.0,United Arab Emirates
27592,565218,23240,SET OF 4 KNICK KNACK TINS DOILY,6,2011-09-01 17:45:00,4.15,12739.0,United Arab Emirates
27593,565218,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,2011-09-01 17:45:00,1.65,12739.0,United Arab Emirates
27594,565218,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-09-01 17:45:00,1.65,12739.0,United Arab Emirates
27595,565218,22139,RETROSPOT TEA SET CERAMIC 11 PC,12,2011-09-01 17:45:00,4.95,12739.0,United Arab Emirates
27596,565218,20984,12 PENCILS TALL TUBE POSY,12,2011-09-01 17:45:00,0.29,12739.0,United Arab Emirates
27597,565218,22418,10 COLOUR SPACEBOY PEN,24,2011-09-01 17:45:00,0.85,12739.0,United Arab Emirates
27598,565218,22507,MEMO BOARD RETROSPOT  DESIGN,4,2011-09-01 17:45:00,4.95,12739.0,United Arab Emirates
27599,565218,22045,SPACEBOY GIFT WRAP,25,2011-09-01 17:45:00,0.42,12739.0,United Arab Emirates
27600,565218,23007,SPACEBOY BABY GIFT SET,6,2011-09-01 17:45:00,14.95,12739.0,United Arab Emirates
27601,565218,23009,I LOVE LONDON BABY GIFT SET,6,2011-09-01 17:45:00,14.95,12739.0,United Arab Emirates
27602,565218,23008,DOLLY GIRL BABY GIFT SET,6,2011-09-01 17:45:00,14.95,12739.0,United Arab Emirates
27603,565218,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-09-01 17:45:00,1.45,12739.0,United Arab Emirates
27604,565218,22423,REGENCY CAKESTAND 3 TIER,12,2011-09-01 17:45:00,12.75,12739.0,United Arab Emirates
27606,565239,85014A,BLACK/BLUE POLKADOT UMBRELLA,6,2011-09-02 09:51:00,5.95,12670.0,France
27607,565239,21883,STARS GIFT TAPE,12,2011-09-02 09:51:00,0.65,12670.0,France
27608,565239,21881,CUTE CATS TAPE,12,2011-09-02 09:51:00,0.65,12670.0,France
27609,565239,21880,RED RETROSPOT TAPE,12,2011-09-02 09:51:00,0.65,12670.0,France
27610,565239,22991,GIRAFFE WOODEN RULER,12,2011-09-02 09:51:00,1.95,12670.0,France
27611,565239,22992,REVOLVER WOODEN RULER,12,2011-09-02 09:51:00,1.95,12670.0,France
27612,565239,22561,WOODEN SCHOOL COLOURING SET,12,2011-09-02 09:51:00,1.65,12670.0,France
27613,565239,22382,LUNCH BAG SPACEBOY DESIGN,10,2011-09-02 09:51:00,1.65,12670.0,France
27614,565239,22352,LUNCH BOX WITH CUTLERY RETROSPOT,12,2011-09-02 09:51:00,2.55,12670.0,France
27615,565239,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,2011-09-02 09:51:00,2.55,12670.0,France
27616,565239,23084,RABBIT NIGHT LIGHT,6,2011-09-02 09:51:00,2.08,12670.0,France
27617,565239,21731,RED TOADSTOOL LED NIGHT LIGHT,36,2011-09-02 09:51:00,1.65,12670.0,France
27618,565239,21452,TOADSTOOL MONEY BOX,18,2011-09-02 09:51:00,2.95,12670.0,France
27619,565239,23079,TOADSTOOL BEDSIDE LIGHT,6,2011-09-02 09:51:00,8.95,12670.0,France
27620,565239,20725,LUNCH BAG RED RETROSPOT,10,2011-09-02 09:51:00,1.65,12670.0,France
27621,565239,20726,LUNCH BAG WOODLAND,10,2011-09-02 09:51:00,1.65,12670.0,France
27622,565239,22659,LUNCH BOX I LOVE LONDON,12,2011-09-02 09:51:00,1.95,12670.0,France
27623,565239,22629,SPACEBOY LUNCH BOX,12,2011-09-02 09:51:00,1.95,12670.0,France
27624,565239,22631,CIRCUS PARADE LUNCH BOX,12,2011-09-02 09:51:00,1.95,12670.0,France
27625,565239,23206,LUNCH BAG APPLE DESIGN,10,2011-09-02 09:51:00,1.65,12670.0,France
27626,565239,23445,ICE CREAM BUBBLES,20,2011-09-02 09:51:00,0.83,12670.0,France
27627,565239,85014B,RED RETROSPOT UMBRELLA,6,2011-09-02 09:51:00,5.95,12670.0,France
27628,565239,POST,POSTAGE,3,2011-09-02 09:51:00,18.0,12670.0,France
27629,565246,23202,JUMBO BAG VINTAGE LEAF,10,2011-09-02 10:27:00,2.08,12408.0,Belgium
27630,565246,23200,JUMBO BAG PEARS,10,2011-09-02 10:27:00,2.08,12408.0,Belgium
27631,565246,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-09-02 10:27:00,2.08,12408.0,Belgium
27632,565246,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,2011-09-02 10:27:00,1.45,12408.0,Belgium
27633,565246,22630,DOLLY GIRL LUNCH BOX,64,2011-09-02 10:27:00,1.65,12408.0,Belgium
27634,565246,22328,ROUND SNACK BOXES SET OF 4 FRUITS,48,2011-09-02 10:27:00,2.55,12408.0,Belgium
27635,565246,22326,ROUND SNACK BOXES SET OF4 WOODLAND,48,2011-09-02 10:27:00,2.55,12408.0,Belgium
27636,565246,22894,TABLECLOTH RED APPLES DESIGN,2,2011-09-02 10:27:00,9.95,12408.0,Belgium
27637,565246,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-09-02 10:27:00,0.85,12408.0,Belgium
27638,565246,22999,TRAVEL CARD WALLET VINTAGE LEAF,24,2011-09-02 10:27:00,0.42,12408.0,Belgium
27639,565246,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-09-02 10:27:00,3.25,12408.0,Belgium
27640,565246,22551,PLASTERS IN TIN SPACEBOY,12,2011-09-02 10:27:00,1.65,12408.0,Belgium
27641,565246,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-09-02 10:27:00,1.65,12408.0,Belgium
27642,565246,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-09-02 10:27:00,1.65,12408.0,Belgium
27643,565246,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,20,2011-09-02 10:27:00,0.85,12408.0,Belgium
27644,565246,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-09-02 10:27:00,2.95,12408.0,Belgium
27645,565246,POST,POSTAGE,4,2011-09-02 10:27:00,15.0,12408.0,Belgium
27646,565261,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,2011-09-02 10:53:00,4.15,12474.0,Germany
27647,565261,23254,CHILDRENS CUTLERY DOLLY GIRL,4,2011-09-02 10:53:00,4.15,12474.0,Germany
27648,565261,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-09-02 10:53:00,4.15,12474.0,Germany
27649,565261,23256,CHILDRENS CUTLERY SPACEBOY,4,2011-09-02 10:53:00,4.15,12474.0,Germany
27650,565261,21096,SET/6 FRUIT SALAD  PAPER PLATES,12,2011-09-02 10:53:00,0.39,12474.0,Germany
27651,565261,22555,PLASTERS IN TIN STRONGMAN,12,2011-09-02 10:53:00,1.65,12474.0,Germany
27652,565261,22569,FELTCRAFT CUSHION BUTTERFLY,4,2011-09-02 10:53:00,3.75,12474.0,Germany
27653,565261,22352,LUNCH BOX WITH CUTLERY RETROSPOT,12,2011-09-02 10:53:00,2.55,12474.0,Germany
27654,565261,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-09-02 10:53:00,0.85,12474.0,Germany
27655,565261,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,2011-09-02 10:53:00,0.55,12474.0,Germany
27656,565261,21088,SET/6 FRUIT SALAD PAPER CUPS,48,2011-09-02 10:53:00,0.19,12474.0,Germany
27657,565261,22467,GUMBALL COAT RACK,12,2011-09-02 10:53:00,2.55,12474.0,Germany
27658,565261,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-09-02 10:53:00,0.83,12474.0,Germany
27659,565261,22302,COFFEE MUG PEARS  DESIGN,6,2011-09-02 10:53:00,2.55,12474.0,Germany
27660,565261,21914,BLUE HARMONICA IN BOX,12,2011-09-02 10:53:00,1.25,12474.0,Germany
27661,565261,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-09-02 10:53:00,0.85,12474.0,Germany
27662,565261,22613,PACK OF 20 SPACEBOY NAPKINS,24,2011-09-02 10:53:00,0.85,12474.0,Germany
27663,565261,22029,SPACEBOY BIRTHDAY CARD,12,2011-09-02 10:53:00,0.42,12474.0,Germany
27664,565261,23207,LUNCH BAG ALPHABET DESIGN,10,2011-09-02 10:53:00,1.65,12474.0,Germany
27665,565261,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,2011-09-02 10:53:00,2.95,12474.0,Germany
27666,565261,POST,POSTAGE,2,2011-09-02 10:53:00,18.0,12474.0,Germany
27667,565261,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-09-02 10:53:00,1.25,12474.0,Germany
27668,565261,22331,WOODLAND PARTY BAG + STICKER SET,8,2011-09-02 10:53:00,1.65,12474.0,Germany
27669,565261,22322,BIRD DECORATION GREEN POLKADOT,12,2011-09-02 10:53:00,0.85,12474.0,Germany
27670,565261,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-09-02 10:53:00,1.65,12474.0,Germany
27671,565261,20682,RED RETROSPOT CHILDRENS UMBRELLA,12,2011-09-02 10:53:00,3.25,12474.0,Germany
27679,565287,21156,RETROSPOT CHILDRENS APRON,16,2011-09-02 11:42:00,1.95,12483.0,Sweden
27680,565287,22378,WALL TIDY RETROSPOT,5,2011-09-02 11:42:00,2.1,12483.0,Sweden
27681,565287,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-09-02 11:42:00,0.85,12483.0,Sweden
27682,565287,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,2011-09-02 11:42:00,2.95,12483.0,Sweden
27683,565287,22352,LUNCH BOX WITH CUTLERY RETROSPOT,12,2011-09-02 11:42:00,2.55,12483.0,Sweden
27684,565287,23298,SPOTTY BUNTING,9,2011-09-02 11:42:00,4.95,12483.0,Sweden
27685,565287,20719,WOODLAND CHARLOTTE BAG,20,2011-09-02 11:42:00,0.85,12483.0,Sweden
27686,565287,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-09-02 11:42:00,0.85,12483.0,Sweden
27687,565287,23275,SET OF 3 HANGING OWLS OLLIE BEAK,12,2011-09-02 11:42:00,1.25,12483.0,Sweden
27688,565287,22255,FELT TOADSTOOL  SMALL,24,2011-09-02 11:42:00,0.85,12483.0,Sweden
27689,565287,22867,HAND WARMER BIRD DESIGN,12,2011-09-02 11:42:00,2.1,12483.0,Sweden
27690,565287,22865,HAND WARMER OWL DESIGN,12,2011-09-02 11:42:00,2.1,12483.0,Sweden
27691,565287,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2011-09-02 11:42:00,2.95,12483.0,Sweden
27692,565287,POST,POSTAGE,1,2011-09-02 11:42:00,18.0,12483.0,Sweden
27693,565289,22423,REGENCY CAKESTAND 3 TIER,8,2011-09-02 11:43:00,12.75,14911.0,EIRE
27694,565289,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-09-02 11:43:00,2.95,14911.0,EIRE
27695,565289,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-09-02 11:43:00,2.95,14911.0,EIRE
27696,565289,22699,ROSES REGENCY TEACUP AND SAUCER,6,2011-09-02 11:43:00,2.95,14911.0,EIRE
27697,565289,23173,REGENCY TEAPOT ROSES,4,2011-09-02 11:43:00,9.95,14911.0,EIRE
27698,565289,23174,REGENCY SUGAR BOWL GREEN,4,2011-09-02 11:43:00,4.15,14911.0,EIRE
27699,565289,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-02 11:43:00,4.95,14911.0,EIRE
27700,565289,85014B,RED RETROSPOT UMBRELLA,3,2011-09-02 11:43:00,5.95,14911.0,EIRE
27701,565289,23110,PARISIENNE KEY CABINET,10,2011-09-02 11:43:00,5.75,14911.0,EIRE
27702,565289,23112,PARISIENNE CURIO CABINET,2,2011-09-02 11:43:00,7.5,14911.0,EIRE
27703,565289,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,2011-09-02 11:43:00,6.75,14911.0,EIRE
27704,565289,22796,PHOTO FRAME 3 CLASSIC HANGING,4,2011-09-02 11:43:00,9.95,14911.0,EIRE
27705,565289,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-09-02 11:43:00,1.25,14911.0,EIRE
27706,565289,22668,PINK BABY BUNTING,5,2011-09-02 11:43:00,2.95,14911.0,EIRE
27707,565289,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2011-09-02 11:43:00,2.95,14911.0,EIRE
27708,565289,47566B,TEA TIME PARTY BUNTING,4,2011-09-02 11:43:00,4.95,14911.0,EIRE
27709,565289,21755,LOVE BUILDING BLOCK WORD,3,2011-09-02 11:43:00,5.95,14911.0,EIRE
27710,565289,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,2011-09-02 11:43:00,1.45,14911.0,EIRE
27711,565289,23335,EGG FRYING PAN IVORY,6,2011-09-02 11:43:00,2.08,14911.0,EIRE
27712,565289,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-09-02 11:43:00,1.65,14911.0,EIRE
27713,565289,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-09-02 11:43:00,4.95,14911.0,EIRE
27714,565289,22978,PANTRY ROLLING PIN,6,2011-09-02 11:43:00,3.75,14911.0,EIRE
27715,565289,22456,NATURAL SLATE CHALKBOARD LARGE,9,2011-09-02 11:43:00,4.95,14911.0,EIRE
27716,565289,23033,DRAWER KNOB CERAMIC RED,12,2011-09-02 11:43:00,1.45,14911.0,EIRE
27717,565289,22120,WELCOME  WOODEN BLOCK LETTERS,6,2011-09-02 11:43:00,9.95,14911.0,EIRE
27718,565289,21755,LOVE BUILDING BLOCK WORD,3,2011-09-02 11:43:00,5.95,14911.0,EIRE
27720,565295,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-09-02 12:01:00,1.45,12794.0,Portugal
27721,565295,23078,ICE CREAM PEN LIP GLOSS,24,2011-09-02 12:01:00,1.25,12794.0,Portugal
27722,565295,47585A,PINK FAIRY CAKE CUSHION COVER,4,2011-09-02 12:01:00,3.75,12794.0,Portugal
27723,565295,23154,SET OF 4 JAM JAR MAGNETS,12,2011-09-02 12:01:00,2.08,12794.0,Portugal
27724,565295,47567B,TEA TIME KITCHEN APRON,3,2011-09-02 12:01:00,5.95,12794.0,Portugal
27725,565295,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-09-02 12:01:00,1.95,12794.0,Portugal
27726,565295,47559B,TEA TIME OVEN GLOVE,10,2011-09-02 12:01:00,1.25,12794.0,Portugal
27727,565295,22567,20 DOLLY PEGS RETROSPOT,12,2011-09-02 12:01:00,1.45,12794.0,Portugal
27728,565295,84991,60 TEATIME FAIRY CAKE CASES,24,2011-09-02 12:01:00,0.55,12794.0,Portugal
27729,565295,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,12,2011-09-02 12:01:00,0.85,12794.0,Portugal
27730,565295,84509G,SET OF 4 FAIRY CAKE PLACEMATS,4,2011-09-02 12:01:00,3.75,12794.0,Portugal
27731,565295,47580,TEA TIME DES TEA COSY,6,2011-09-02 12:01:00,2.55,12794.0,Portugal
27732,565295,16156S,WRAP PINK FAIRY CAKES,25,2011-09-02 12:01:00,0.42,12794.0,Portugal
27733,565295,21288,STRIPEY CHOCOLATE NESTING BOXES,6,2011-09-02 12:01:00,2.95,12794.0,Portugal
27734,565295,21292,SMALL STRIPES CHOCOLATE GIFT BAG,16,2011-09-02 12:01:00,0.85,12794.0,Portugal
27735,565295,72741,GRAND CHOCOLATECANDLE,9,2011-09-02 12:01:00,1.45,12794.0,Portugal
27736,565295,47599A,PINK PARTY BAGS,6,2011-09-02 12:01:00,2.1,12794.0,Portugal
27737,565295,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2011-09-02 12:01:00,0.65,12794.0,Portugal
27738,565295,84987,SET OF 36 TEATIME PAPER DOILIES,12,2011-09-02 12:01:00,1.45,12794.0,Portugal
27739,565295,23189,SET OF 12 FORK CANDLES,6,2011-09-02 12:01:00,2.89,12794.0,Portugal
27740,565321,22423,REGENCY CAKESTAND 3 TIER,6,2011-09-02 13:14:00,12.75,12437.0,France
27741,565321,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-09-02 13:14:00,1.25,12437.0,France
27742,565321,21080,SET/20 RED RETROSPOT PAPER NAPKINS,24,2011-09-02 13:14:00,0.85,12437.0,France
27743,565321,21208,PASTEL COLOUR HONEYCOMB FAN,12,2011-09-02 13:14:00,0.39,12437.0,France
27744,565321,21843,RED RETROSPOT CAKE STAND,6,2011-09-02 13:14:00,10.95,12437.0,France
27745,565321,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-09-02 13:14:00,0.65,12437.0,France
27746,565321,21558,SKULL LUNCH BOX WITH CUTLERY,6,2011-09-02 13:14:00,2.55,12437.0,France
27747,565321,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-09-02 13:14:00,1.65,12437.0,France
27748,565321,POST,POSTAGE,2,2011-09-02 13:14:00,18.0,12437.0,France
27749,565322,21058,PARTY INVITES WOODLAND,12,2011-09-02 13:15:00,0.85,12437.0,France
27750,565322,22331,WOODLAND PARTY BAG + STICKER SET,16,2011-09-02 13:15:00,1.65,12437.0,France
27751,565322,20676,RED RETROSPOT BOWL,8,2011-09-02 13:15:00,1.25,12437.0,France
27752,565322,20675,BLUE POLKADOT BOWL,8,2011-09-02 13:15:00,1.25,12437.0,France
27753,565322,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-09-02 13:15:00,0.85,12437.0,France
27754,565333,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,2011-09-02 14:23:00,4.15,12375.0,Finland
27755,565333,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,2011-09-02 14:23:00,4.15,12375.0,Finland
27756,565333,20719,WOODLAND CHARLOTTE BAG,10,2011-09-02 14:23:00,0.85,12375.0,Finland
27757,565333,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-09-02 14:23:00,0.85,12375.0,Finland
27758,565333,23200,JUMBO BAG PEARS,10,2011-09-02 14:23:00,2.08,12375.0,Finland
27759,565333,23203,JUMBO BAG VINTAGE DOILY,10,2011-09-02 14:23:00,2.08,12375.0,Finland
27760,565333,20713,JUMBO BAG OWLS,10,2011-09-02 14:23:00,2.08,12375.0,Finland
27761,565333,20749,ASSORTED COLOUR MINI CASES,4,2011-09-02 14:23:00,7.95,12375.0,Finland
27762,565333,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-09-02 14:23:00,0.85,12375.0,Finland
27763,565333,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-09-02 14:23:00,2.08,12375.0,Finland
27764,565333,POST,POSTAGE,1,2011-09-02 14:23:00,40.0,12375.0,Finland
27765,565412,84051,ASS COLOUR GLOWING TIARAS,120,2011-09-04 11:36:00,0.64,14156.0,EIRE
27766,565412,21562,HAWAIIAN GRASS SKIRT,80,2011-09-04 11:36:00,1.06,14156.0,EIRE
27767,565412,84212,"ASSORTED FLOWER COLOUR ""LEIS""",960,2011-09-04 11:36:00,0.42,14156.0,EIRE
27768,565412,21209,MULTICOLOUR HONEYCOMB FAN,96,2011-09-04 11:36:00,0.39,14156.0,EIRE
27769,565412,22595,GINGHAM HEART DECORATION,12,2011-09-04 11:36:00,0.85,14156.0,EIRE
27770,565412,23130,MISTLETOE HEART WREATH GREEN,4,2011-09-04 11:36:00,4.15,14156.0,EIRE
27771,565416,23290,SPACEBOY CHILDRENS BOWL,8,2011-09-04 12:00:00,1.25,12710.0,Germany
27772,565416,23292,SPACEBOY CHILDRENS CUP,8,2011-09-04 12:00:00,1.25,12710.0,Germany
27773,565416,23291,DOLLY GIRL CHILDRENS CUP,8,2011-09-04 12:00:00,1.25,12710.0,Germany
27774,565416,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-09-04 12:00:00,1.25,12710.0,Germany
27775,565416,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-09-04 12:00:00,0.42,12710.0,Germany
27776,565416,22716,CARD CIRCUS PARADE,12,2011-09-04 12:00:00,0.42,12710.0,Germany
27777,565416,22029,SPACEBOY BIRTHDAY CARD,12,2011-09-04 12:00:00,0.42,12710.0,Germany
27778,565416,22712,CARD DOLLY GIRL,12,2011-09-04 12:00:00,0.42,12710.0,Germany
27779,565416,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-09-04 12:00:00,5.45,12710.0,Germany
27780,565416,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-09-04 12:00:00,5.45,12710.0,Germany
27781,565416,22083,PAPER CHAIN KIT RETROSPOT,6,2011-09-04 12:00:00,2.95,12710.0,Germany
27782,565416,22085,PAPER CHAIN KIT SKULLS,6,2011-09-04 12:00:00,2.95,12710.0,Germany
27783,565416,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-09-04 12:00:00,0.65,12710.0,Germany
27784,565416,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-09-04 12:00:00,0.65,12710.0,Germany
27785,565416,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-09-04 12:00:00,0.85,12710.0,Germany
27786,565416,21094,SET/6 RED SPOTTY PAPER PLATES,24,2011-09-04 12:00:00,0.85,12710.0,Germany
27787,565416,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,2011-09-04 12:00:00,0.85,12710.0,Germany
27788,565416,21989,PACK OF 20 SKULL PAPER NAPKINS,24,2011-09-04 12:00:00,0.85,12710.0,Germany
27789,565416,21967,PACK OF 12 SKULL TISSUES,24,2011-09-04 12:00:00,0.29,12710.0,Germany
27790,565416,21980,PACK OF 12 RED RETROSPOT TISSUES,24,2011-09-04 12:00:00,0.29,12710.0,Germany
27791,565416,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2011-09-04 12:00:00,0.29,12710.0,Germany
27792,565416,21981,PACK OF 12 WOODLAND TISSUES,24,2011-09-04 12:00:00,0.29,12710.0,Germany
27793,565416,22614,PACK OF 12 SPACEBOY TISSUES,24,2011-09-04 12:00:00,0.29,12710.0,Germany
27794,565416,23080,RED METAL BOX TOP SECRET,4,2011-09-04 12:00:00,8.25,12710.0,Germany
27795,565416,22197,POPCORN HOLDER,12,2011-09-04 12:00:00,0.85,12710.0,Germany
27796,565416,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-09-04 12:00:00,0.55,12710.0,Germany
27797,565416,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-09-04 12:00:00,0.55,12710.0,Germany
27798,565416,21213,PACK OF 72 SKULL CAKE CASES,24,2011-09-04 12:00:00,0.55,12710.0,Germany
27799,565416,POST,POSTAGE,2,2011-09-04 12:00:00,18.0,12710.0,Germany
27800,565423,21581,SKULLS  DESIGN  COTTON TOTE BAG,6,2011-09-04 12:23:00,2.25,12569.0,Germany
27801,565423,22055,MINI CAKE STAND  HANGING STRAWBERY,8,2011-09-04 12:23:00,1.65,12569.0,Germany
27802,565423,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2011-09-04 12:23:00,2.95,12569.0,Germany
27803,565423,21035,SET/2 RED RETROSPOT TEA TOWELS,6,2011-09-04 12:23:00,3.25,12569.0,Germany
27804,565423,15036,ASSORTED COLOURS SILK FAN,12,2011-09-04 12:23:00,0.83,12569.0,Germany
27805,565423,POST,POSTAGE,1,2011-09-04 12:23:00,18.0,12569.0,Germany
27806,565430,21908,CHOCOLATE THIS WAY METAL SIGN,3,2011-09-04 13:07:00,2.1,14335.0,Germany
27807,565430,21899,GARAGE KEY FOB,3,2011-09-04 13:07:00,0.65,14335.0,Germany
27808,565430,22637,PIGGY BANK RETROSPOT,8,2011-09-04 13:07:00,2.55,14335.0,Germany
27809,565430,21892,TRADITIONAL WOODEN CATCH CUP GAME,2,2011-09-04 13:07:00,1.25,14335.0,Germany
27810,565430,22620,4 TRADITIONAL SPINNING TOPS,2,2011-09-04 13:07:00,1.45,14335.0,Germany
27811,565430,21890,S/6 WOODEN SKITTLES IN COTTON BAG,5,2011-09-04 13:07:00,3.25,14335.0,Germany
27812,565430,16169E,WRAP 50'S  CHRISTMAS,25,2011-09-04 13:07:00,0.42,14335.0,Germany
27813,565430,22704,WRAP RED APPLES,25,2011-09-04 13:07:00,0.42,14335.0,Germany
27814,565430,16169K,WRAP FOLK ART,25,2011-09-04 13:07:00,0.42,14335.0,Germany
27815,565430,23232,WRAP VINTAGE LEAF DESIGN,25,2011-09-04 13:07:00,0.42,14335.0,Germany
27816,565430,23547,WRAP FLOWER SHOP,25,2011-09-04 13:07:00,0.42,14335.0,Germany
27817,565430,23233,WRAP POPPIES  DESIGN,25,2011-09-04 13:07:00,0.42,14335.0,Germany
27818,565430,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2,2011-09-04 13:07:00,2.55,14335.0,Germany
27819,565430,22673,FRENCH GARDEN SIGN BLUE METAL,6,2011-09-04 13:07:00,1.25,14335.0,Germany
27820,565430,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,4,2011-09-04 13:07:00,0.42,14335.0,Germany
27821,565430,21917,SET 12 KIDS  WHITE CHALK STICKS,5,2011-09-04 13:07:00,0.42,14335.0,Germany
27822,565430,22035,VINTAGE CARAVAN GREETING CARD,12,2011-09-04 13:07:00,0.42,14335.0,Germany
27823,565430,22371,AIRLINE BAG VINTAGE TOKYO 78,4,2011-09-04 13:07:00,4.25,14335.0,Germany
27824,565430,22372,AIRLINE BAG VINTAGE WORLD CHAMPION,3,2011-09-04 13:07:00,4.25,14335.0,Germany
27825,565430,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2011-09-04 13:07:00,4.25,14335.0,Germany
27826,565430,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2011-09-04 13:07:00,4.25,14335.0,Germany
27827,565430,21452,TOADSTOOL MONEY BOX,3,2011-09-04 13:07:00,2.95,14335.0,Germany
27828,565430,22507,MEMO BOARD RETROSPOT  DESIGN,1,2011-09-04 13:07:00,4.95,14335.0,Germany
27829,565430,22893,MINI CAKE STAND T-LIGHT HOLDER,48,2011-09-04 13:07:00,0.42,14335.0,Germany
27830,565430,22174,PHOTO CUBE,12,2011-09-04 13:07:00,1.65,14335.0,Germany
27831,565430,15039,SANDALWOOD FAN,1,2011-09-04 13:07:00,0.85,14335.0,Germany
27832,565430,84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,2,2011-09-04 13:07:00,1.45,14335.0,Germany
27833,565430,84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,2,2011-09-04 13:07:00,1.45,14335.0,Germany
27834,565430,22941,CHRISTMAS LIGHTS 10 REINDEER,1,2011-09-04 13:07:00,8.5,14335.0,Germany
27835,565430,22187,GREEN CHRISTMAS TREE CARD HOLDER,2,2011-09-04 13:07:00,4.25,14335.0,Germany
27836,565430,23252,VINTAGE RED ENAMEL TRIM JUG,2,2011-09-04 13:07:00,3.75,14335.0,Germany
27837,565430,20774,GREEN FERN NOTEBOOK,5,2011-09-04 13:07:00,1.65,14335.0,Germany
27838,565430,22908,PACK OF 20 NAPKINS RED APPLES,10,2011-09-04 13:07:00,0.85,14335.0,Germany
27839,565430,22624,IVORY KITCHEN SCALES,2,2011-09-04 13:07:00,8.5,14335.0,Germany
27840,565430,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,2011-09-04 13:07:00,3.75,14335.0,Germany
27841,565430,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,2011-09-04 13:07:00,3.75,14335.0,Germany
27842,565430,22727,ALARM CLOCK BAKELIKE RED,2,2011-09-04 13:07:00,3.75,14335.0,Germany
27843,565430,22729,ALARM CLOCK BAKELIKE ORANGE,2,2011-09-04 13:07:00,3.75,14335.0,Germany
